Unique_ID,Department,Number,Title,Credits,Description
a_hi-5943,a_hi,5943,Fieldwork for Art History,3 Credit Hours.,"(Slashlisted withA HI 4943) Prerequisite: Graduate standing and permission of instructor. Students will be introduced to the idea that strategies art historians have developed to interpret art can be applied to the full range of traces left by human beings in the natural world. This course stretches the discipline of art history in experimental ways, challenging the centrality of art, understood as the sort of object that belongs in a museum. No student may earn credit for both 4943 and 5943. (Irreg.)"
a_hi-5953,a_hi,5953,Museum Studies,3 Credit Hours.,"(Crosslisted with 4953) Prerequisite: graduate standing in the School of Art and Art History or permission of the instructor. Analysis of problems in collecting, authenticating, exhibiting and conserving works of art. Attention is also given to museum architecture and administration, as well as to the cultural and educational role of the museum in the community. Field trips, projects and papers are required. No student may earn credit for both 4953 and 5953. (Irreg.)"
a_hi-5960,a_hi,5960,Directed Readings,2-6 Credit Hours.,Prerequisite: permission of instructor. May be repeated; maximum credit six hours. Research culminating in the preparation of papers using technical and critical literature in the history of art. (Irreg.)
a_hi-5963,a_hi,5963,Museum Studies Seminar,3 Credit Hours.,"Prerequisite: junior standing. Intended to provide an introduction to the museum profession and particularly to art museums. The class will consist of lectures/discussion and field trips to art museums (as well as other kinds) in Norman, Oklahoma City, Tulsa and Fort Worth. No student may earn credit for both 4963 and 5963. (Irreg.)"
a_hi-5970,a_hi,5970,Special Topics/Seminar,1-3 Credit Hours.,1 to 3 hours. Prerequisite: Graduate standing or permission of instructor. May be repeated; maximum credit nine hours. Special topics or seminar course for content not currently offered in regularly scheduled courses. May include library and/or laboratory research and field projects. (Irreg.)
a_hi-5972,a_hi,5972,Thesis Proposal,2-2 Credit Hours.,"Prerequisite: graduate standing in the School of Art and Art History or permission of the instructor. Students will create a research topic, select a thesis committee and formulate a proposal and bibliography approved by their committee. (Irreg.)"
a_hi-5980,a_hi,5980,Research for Master's Thesis,2-9 Credit Hours.,"2 to 9 hours. Prerequisite: graduate standing in the School of Art and Art History or permission of the instructor. May be repeated for credit; maximum credit applicable toward degree, four hours. Directed research culminating in the completion of the master's thesis. (Irreg.)"
a_hi-5983,a_hi,5983,"Graduate Readings in Museology: Power, Privilege and Ethics",3 Credit Hours.,"Prerequisite: graduate standing; Art History majors only or permission of the instructor. An interdisciplinary graduate seminar that examines museum ethics in both theoretical and practical contexts.  Topics include the acquisition and conservation of art and artifacts, debates over display and interpretation, repatriation and the rights of Native peoples, and overarching questions of ideology and power.  Special emphasis is placed  on museum processes, collections, and exhibitions pertaining to the American West. (Sp)"
a_hi-5990,a_hi,5990,Independent Study,1-3 Credit Hours.,1 to 3 hours. Prerequisite: Graduate standing and permission of instructor. May be repeated; maximum credit nine hours. Contracted independent study for a topic not currently offered in regularly scheduled courses. Independent study may include library and/or laboratory research and field projects. (Irreg.)
a_hi-5993,a_hi,5993,Special Studies,3 Credit Hours.,"Prerequisite: graduate standing in the School of Art and Art History or permission of the instructor. May be repeated; maximum credit twelve hours. Advanced studies in various periods of art history, given under stated titles determined semester by the instructor involved. (Irreg.)"
a_hi-6103,a_hi,6103,Regional Art and Artists,3 Credit Hours.,"Prerequisite: graduate standing in the School of Art and Art History or permission of the instructor. May be repeated with change in topic; maximum credit 12 hours. Advanced seminar that will examine in depth various concepts, individuals, schools, movements or themes. Topics may include: contemporary Oklahoma artists; Grant Wood, Thomas Hart Benton, 16 Taos and Santa Fe painters; contemporary Santa Fe artists; and Oklahoma artists  1880-1950. (Irreg.)"
a_hi-6203,a_hi,6203,Native American Art,3 Credit Hours.,"Prerequisite: graduate standing in the School of Art and Art History or permission of the instructor. May be repeated with change in topic; maximum credit 12 hours. Advanced seminar that will examine in depth various concepts, individuals, schools, movements, or themes. Topics may include: Oklahoma Native American artist; Ledger art; art of Native American people; contemporary Native American painters; Native American sculptors; southwestern Native American weaving; jewelry; beadwork; potteries; coastal American art of the northwest; and native arts of Hawaii. (Irreg.)"
a_hi-6313,a_hi,6313,Seminar in Early Modern Art,3 Credit Hours.,"Prerequisite: Graduate standing. May be repeated with change of content; maximum credit 6 hours. This course is a variable topic seminar on European Art from c. 1400s-c. 1700s that includes an advanced examination of a particular artist, theme, style, or era. (Irreg.)"
a_hi-6413,a_hi,6413,Seminar in Modern Art,3 Credit Hours.,"Prerequisite: Graduate standing and permission of instructor. May be repeated with change of content; maximum credit 6 hours. This course is a variable topic seminar on European Art from c. 1800s-1900s that includes an advanced examination of a particular artist, theme, style, or era. (Irreg.)"
a_hi-6423,a_hi,6423,Topics in American Art History,3 Credit Hours.,"Prerequisite: Graduate standing in the School of Art and Art History or permission of instructor. Interdisciplinary seminar addressing topics in the history of American art, its focus changing from year to year though always concerned with developments in the art of the American west, based on close, restrained analysis of particular images combined with readings in art history and related disciplines. (Irreg.)"
a_hi-6433,a_hi,6433,American Art and Material Culture,3 Credit Hours.,"Prerequisite: Graduate standing in the School of Art and Art History or permission of the instructor. Interdisciplinary seminar addressing the significance of ordinary objects taken as evidence of unconscious as well as conscious attitudes and beliefs, some specific to  their original makers, users, owners and receivers, others latent in the broader cultural milieu in which each object circulated or circulates still. (Irreg.)"
a_hi-6513,a_hi,6513,Critical Issues in Recent American Art History,3 Credit Hours.,Prerequisite: Graduate standing in the School of Art and Art History or permission of the instructor. Interdisciplinary seminar addressing critical issues in recent American art history through close attention to a series of recent monograms by major figures in the field. (Irreg.)
a_hi-6603,a_hi,6603,Cross Cultural Art of the Americas,3 Credit Hours.,"Prerequisite: Graduate standing in the School of Art and Art History or permission of the instructor. May be repeated with change in topic; maximum credit 12 hours. Advanced seminar that will examine in depth various concepts, individuals, schools, movements or themes. May be repeated with a change in topic. Topics may include: the Canadian seven; Mexican art in the 19th century; pottery of San Ildefonso pueblo; pottery of Santa Clara pueblo; New York's influence on Emilo Amero and his Mexican contemporaries; Diego Riveria in America; Jean Charlot and his American murals; and Inuit art of the Artic. (Irreg.)"
a_hi-6950,a_hi,6950,Dissertation Proposal,1-6 Credit Hours.,"1 to 6 hours. Prerequisite: Completion of core coursework for the PhD in Art History. May be repeated; maximum credit six hours. Students will create a research topic and formulate a proposal and bibliography approved by their doctoral committee. (F, Sp)"
a_hi-6960,a_hi,6960,Directed Readings,1-3 Credit Hours.,1 to 3 hours. Prerequisite: graduate standing or permission of instructor. May be repeated; maximum credit six hours. Directed readings and/or literature review under the direction of a faculty member. (Irreg.)
a_hi-6970,a_hi,6970,Special Topics/Seminar,1-3 Credit Hours.,1 to 3 hours. Prerequisite: graduate standing or permission of instructor. May be repeated; maximum credit 12 hours. Special topics or seminar course for content not currently offered in regularly scheduled courses. May include library and/or research and field projects. (Irreg.)
a_hi-6980,a_hi,6980,Research for Doctoral Dissertation,2-9 Credit Hours.,"Prerequisite:  Successful completion of the general examination. Directed research culminating in the completion of the Doctoral dissertation.  May be repeated for credit; Maximum credit applicable toward the degree is nine hours.  (F, Sp)"
